item_id,transaction_id,product_id,quantity,unit_price,line_total
ITEM00207,TXN00072,PROD0303,1,68.99,68.99
ITEM00208,TXN00072,PROD0192,3,129.57,388.71
ITEM00209,TXN00072,PROD0094,3,209.91,629.73
ITEM00210,TXN00072,PROD0118,2,413.51,827.02
ITEM00211,TXN00073,PROD0442,2,74.49,148.98
ITEM00212,TXN00073,PROD0001,1,356.82,356.82
ITEM00213,TXN00074,PROD0381,2,150.88,301.76
ITEM00214,TXN00074,PROD0349,2,46.1,92.2
ITEM00215,TXN00074,PROD0388,1,10.05,10.05
ITEM00216,TXN00074,PROD0487,2,89.47,178.94
ITEM00217,TXN00075,PROD0178,1,66.07,66.07
ITEM00218,TXN00076,PROD0207,3,191.64,574.92
ITEM00219,TXN00076,PROD0058,3,115.69,347.07
ITEM00220,TXN00077,PROD0155,3,116.52,349.56
ITEM00221,TXN00077,PROD0373,1,131.13,131.13
ITEM00222,TXN00078,PROD0456,2,54.64,109.28
ITEM00223,TXN00078,PROD0199,3,477.13,1431.39
ITEM00224,TXN00078,PROD0191,3,480.95,1442.85
ITEM00225,TXN00078,PROD0432,1,211.07,211.07
ITEM00226,TXN00078,PROD0252,1,282.96,282.96
ITEM00227,TXN00079,PROD0467,1,328.41,328.41
ITEM00228,TXN00080,PROD0244,3,69.17,207.51
ITEM00229,TXN00080,PROD0002,3,453.62,1360.86
ITEM00230,TXN00080,PROD0090,3,236.79,710.37
ITEM00231,TXN00080,PROD0337,2,102.84,205.68
ITEM00232,TXN00081,PROD0129,2,140.43,280.86
ITEM00233,TXN00081,PROD0213,3,273.79,821.37
ITEM00234,TXN00081,PROD0233,3,372.06,1116.18
ITEM00235,TXN00081,PROD0075,1,58.74,58.74
ITEM00236,TXN00082,PROD0109,2,196.93,393.86
ITEM00237,TXN00082,PROD0351,3,389.84,1169.52
ITEM00238,TXN00082,PROD0074,1,436.7,436.7
ITEM00239,TXN00083,PROD0158,3,389.94,1169.82
ITEM00240,TXN00083,PROD0116,1,76.88,76.88
ITEM00241,TXN00083,PROD0192,3,129.57,388.71
ITEM00242,TXN00083,PROD0394,3,32.08,96.24
ITEM00243,TXN00084,PROD0320,1,453.42,453.42
ITEM00244,TXN00085,PROD0022,2,36.93,73.86
ITEM00245,TXN00085,PROD0424,3,341.78,1025.34
ITEM00246,TXN00085,PROD0310,2,281.22,562.44
ITEM00247,TXN00086,PROD0397,3,476.24,1428.72
ITEM00248,TXN00087,PROD0107,3,315.2,945.6
ITEM00249,TXN00087,PROD0221,3,201.09,603.27
ITEM00250,TXN00087,PROD0467,2,328.41,656.82
ITEM00251,TXN00087,PROD0492,3,299.37,898.11
ITEM00252,TXN00087,PROD0018,3,414.71,1244.13
ITEM00253,TXN00088,PROD0426,3,484.71,1454.13
ITEM00254,TXN00088,PROD0424,2,341.78,683.56
ITEM00255,TXN00088,PROD0074,2,436.7,873.4
ITEM00256,TXN00089,PROD0135,2,50.88,101.76
ITEM00257,TXN00089,PROD0407,1,279.7,279.7
ITEM00258,TXN00089,PROD0090,3,236.79,710.37
ITEM00259,TXN00090,PROD0254,2,271.34,542.68
ITEM00260,TXN00090,PROD0243,2,241.51,483.02
ITEM00261,TXN00090,PROD0265,1,315.14,315.14
ITEM00262,TXN00090,PROD0480,3,208.95,626.85
ITEM00263,TXN00091,PROD0392,2,363.16,726.32
ITEM00264,TXN00092,PROD0324,2,201.34,402.68
ITEM00265,TXN00092,PROD0323,2,419.88,839.76
ITEM00266,TXN00092,PROD0392,2,363.16,726.32
ITEM00267,TXN00092,PROD0448,2,266.58,533.16
ITEM00268,TXN00092,PROD0111,2,56.3,112.6
ITEM00269,TXN00093,PROD0397,2,476.24,952.48
ITEM00270,TXN00094,PROD0156,3,467.61,1402.83
ITEM00271,TXN00094,PROD0090,3,236.79,710.37
ITEM00272,TXN00095,PROD0001,2,356.82,713.64
ITEM00273,TXN00095,PROD0494,3,478.97,1436.91
ITEM00274,TXN00096,PROD0312,2,38.44,76.88
ITEM00275,TXN00096,PROD0079,2,168.91,337.82
ITEM00276,TXN00096,PROD0437,2,485.09,970.18
ITEM00277,TXN00096,PROD0204,1,369.94,369.94
ITEM00278,TXN00097,PROD0357,3,86.8,260.4
ITEM00279,TXN00097,PROD0021,1,243.29,243.29
ITEM00280,TXN00098,PROD0140,1,125.04,125.04
ITEM00281,TXN00099,PROD0397,2,476.24,952.48
ITEM00282,TXN00099,PROD0042,2,196.09,392.18
ITEM00283,TXN00099,PROD0199,2,477.13,954.26
ITEM00284,TXN00099,PROD0126,1,80.64,80.64
ITEM00285,TXN00099,PROD0286,2,486.13,972.26
ITEM00286,TXN00100,PROD0004,1,375.63,375.63
ITEM00287,TXN00101,PROD0028,3,443.18,1329.54
ITEM00288,TXN00101,PROD0039,1,329.32,329.32
ITEM00289,TXN00102,PROD0365,2,182.87,365.74
ITEM00290,TXN00102,PROD0461,1,196.01,196.01
ITEM00291,TXN00102,PROD0364,2,348.77,697.54
ITEM00292,TXN00103,PROD0297,3,113.51,340.53
ITEM00293,TXN00104,PROD0064,2,120.41,240.82
ITEM00294,TXN00104,PROD0443,2,455.21,910.42
ITEM00295,TXN00105,PROD0264,3,482.86,1448.58
ITEM00296,TXN00106,PROD0249,2,38.03,76.06
ITEM00297,TXN00106,PROD0067,1,46.73,46.73
ITEM00298,TXN00107,PROD0112,2,452.51,905.02
ITEM00299,TXN00108,PROD0270,1,450.11,450.11
ITEM00300,TXN00108,PROD0133,3,313.02,939.06
ITEM00301,TXN00108,PROD0365,1,182.87,182.87
ITEM00302,TXN00109,PROD0001,1,356.82,356.82
ITEM00303,TXN00109,PROD0136,1,472.49,472.49
ITEM00304,TXN00109,PROD0239,2,289.85,579.7
ITEM00305,TXN00109,PROD0165,1,75.69,75.69
ITEM00306,TXN00109,PROD0303,2,68.99,137.98
ITEM00307,TXN00110,PROD0462,2,205.96,411.92
ITEM00308,TXN00110,PROD0345,1,246.72,246.72
ITEM00309,TXN00111,PROD0287,1,71.86,71.86
ITEM00310,TXN00111,PROD0267,1,285.09,285.09
ITEM00311,TXN00111,PROD0497,3,101.95,305.85
ITEM00312,TXN00111,PROD0437,2,485.09,970.18
ITEM00313,TXN00112,PROD0208,2,43.48,86.96
ITEM00314,TXN00112,PROD0255,2,493.27,986.54
ITEM00315,TXN00112,PROD0181,3,464.53,1393.59
ITEM00316,TXN00113,PROD0223,2,41.13,82.26
ITEM00317,TXN00113,PROD0139,2,210.49,420.98
ITEM00318,TXN00113,PROD0071,3,332.52,997.56
ITEM00319,TXN00113,PROD0280,3,318.05,954.15
ITEM00320,TXN00114,PROD0050,2,479.2,958.4
ITEM00321,TXN00114,PROD0167,2,105.95,211.9
ITEM00322,TXN00115,PROD0170,1,336.0,336.0
ITEM00323,TXN00115,PROD0299,2,285.89,571.78
ITEM00324,TXN00115,PROD0376,1,263.25,263.25
ITEM00325,TXN00115,PROD0057,3,73.04,219.12
ITEM00326,TXN00115,PROD0179,3,178.61,535.83
ITEM00327,TXN00116,PROD0485,2,120.28,240.56
ITEM00328,TXN00116,PROD0039,3,329.32,987.96
ITEM00329,TXN00117,PROD0293,1,327.12,327.12
ITEM00330,TXN00117,PROD0092,3,150.71,452.13
ITEM00331,TXN00117,PROD0242,1,62.38,62.38
ITEM00332,TXN00117,PROD0273,2,213.09,426.18
ITEM00333,TXN00118,PROD0210,2,80.27,160.54
ITEM00334,TXN00118,PROD0341,3,317.4,952.2
ITEM00335,TXN00118,PROD0215,3,434.8,1304.4
ITEM00336,TXN00118,PROD0034,1,376.59,376.59
ITEM00337,TXN00118,PROD0285,1,10.84,10.84
ITEM00338,TXN00119,PROD0437,1,485.09,485.09
ITEM00339,TXN00119,PROD0363,2,374.93,749.86
ITEM00340,TXN00120,PROD0306,1,435.95,435.95
ITEM00341,TXN00120,PROD0440,1,189.15,189.15
ITEM00342,TXN00120,PROD0276,1,357.32,357.32
ITEM00343,TXN00120,PROD0445,2,75.1,150.2
ITEM00344,TXN00121,PROD0349,3,46.1,138.3
ITEM00345,TXN00121,PROD0284,3,212.69,638.07
ITEM00346,TXN00121,PROD0387,2,118.09,236.18
ITEM00347,TXN00122,PROD0280,1,318.05,318.05
ITEM00348,TXN00122,PROD0049,2,89.51,179.02
ITEM00349,TXN00122,PROD0194,3,181.9,545.7
ITEM00350,TXN00122,PROD0313,3,74.81,224.43
ITEM00351,TXN00122,PROD0495,3,116.85,350.55
ITEM00352,TXN00123,PROD0101,2,416.7,833.4
ITEM00353,TXN00123,PROD0474,3,332.0,996.0
ITEM00354,TXN00123,PROD0038,1,65.55,65.55
ITEM00355,TXN00123,PROD0310,1,281.22,281.22
ITEM00356,TXN00124,PROD0282,1,215.84,215.84
ITEM00357,TXN00125,PROD0216,2,137.31,274.62
ITEM00358,TXN00125,PROD0211,3,113.06,339.18
ITEM00359,TXN00125,PROD0256,3,462.54,1387.62
ITEM00360,TXN00125,PROD0334,3,414.32,1242.96
ITEM00361,TXN00126,PROD0439,1,493.18,493.18
ITEM00362,TXN00126,PROD0368,2,481.48,962.96
ITEM00363,TXN00126,PROD0084,3,400.48,1201.44
ITEM00364,TXN00126,PROD0357,3,86.8,260.4
ITEM00365,TXN00126,PROD0316,2,154.99,309.98
ITEM00366,TXN00127,PROD0017,2,43.8,87.6
ITEM00367,TXN00127,PROD0331,1,45.66,45.66
ITEM00368,TXN00127,PROD0421,2,96.5,193.0
ITEM00369,TXN00128,PROD0142,2,246.07,492.14
ITEM00370,TXN00129,PROD0370,2,403.95,807.9
ITEM00371,TXN00129,PROD0180,2,172.45,344.9
ITEM00372,TXN00129,PROD0046,1,118.16,118.16
ITEM00373,TXN00129,PROD0092,2,150.71,301.42
ITEM00374,TXN00129,PROD0222,3,382.83,1148.49
ITEM00375,TXN00130,PROD0499,1,344.19,344.19
ITEM00376,TXN00131,PROD0280,3,318.05,954.15
ITEM00377,TXN00131,PROD0474,1,332.0,332.0
ITEM00378,TXN00131,PROD0186,3,346.06,1038.18
ITEM00379,TXN00131,PROD0442,1,74.49,74.49
ITEM00380,TXN00131,PROD0492,3,299.37,898.11
ITEM00381,TXN00132,PROD0345,3,246.72,740.16
ITEM00382,TXN00133,PROD0401,2,19.79,39.58
ITEM00383,TXN00134,PROD0275,2,73.2,146.4
ITEM00384,TXN00134,PROD0376,2,263.25,526.5
ITEM00385,TXN00134,PROD0480,2,208.95,417.9
ITEM00386,TXN00134,PROD0100,1,397.72,397.72
ITEM00387,TXN00135,PROD0393,3,34.61,103.83
ITEM00388,TXN00135,PROD0310,2,281.22,562.44
ITEM00389,TXN00136,PROD0305,3,360.07,1080.21
ITEM00390,TXN00136,PROD0373,2,131.13,262.26
ITEM00391,TXN00136,PROD0056,2,383.0,766.0
ITEM00392,TXN00137,PROD0185,1,322.49,322.49
ITEM00393,TXN00137,PROD0145,1,273.85,273.85
ITEM00394,TXN00137,PROD0218,3,259.61,778.83
ITEM00395,TXN00137,PROD0140,3,125.04,375.12
ITEM00396,TXN00138,PROD0411,3,364.11,1092.33
ITEM00397,TXN00138,PROD0069,3,439.44,1318.32
ITEM00398,TXN00138,PROD0307,2,86.37,172.74
ITEM00399,TXN00138,PROD0443,3,455.21,1365.63
ITEM00400,TXN00139,PROD0380,3,34.33,102.99
ITEM00401,TXN00140,PROD0327,2,396.81,793.62
ITEM00402,TXN00140,PROD0029,2,89.3,178.6
ITEM00403,TXN00140,PROD0488,3,217.61,652.83
ITEM00404,TXN00140,PROD0296,1,494.84,494.84
ITEM00405,TXN00141,PROD0394,2,32.08,64.16
ITEM00406,TXN00142,PROD0372,1,494.95,494.95
ITEM00407,TXN00142,PROD0287,2,71.86,143.72
ITEM00408,TXN00143,PROD0140,2,125.04,250.08
ITEM00409,TXN00143,PROD0432,1,211.07,211.07
ITEM00410,TXN00143,PROD0094,1,209.91,209.91
ITEM00411,TXN00143,PROD0119,2,344.66,689.32
ITEM00412,TXN00143,PROD0010,3,221.58,664.74
ITEM00413,TXN00144,PROD0239,3,289.85,869.55
ITEM00414,TXN00144,PROD0407,1,279.7,279.7
ITEM00415,TXN00144,PROD0400,3,299.72,899.16
ITEM00416,TXN00144,PROD0163,2,312.32,624.64
ITEM00417,TXN00144,PROD0276,2,357.32,714.64
ITEM00418,TXN00145,PROD0267,3,285.09,855.27
ITEM00419,TXN00145,PROD0146,1,391.74,391.74
ITEM00420,TXN00145,PROD0402,2,384.81,769.62
ITEM00421,TXN00146,PROD0405,2,192.52,385.04
ITEM00422,TXN00146,PROD0332,1,30.69,30.69
ITEM00423,TXN00146,PROD0356,3,149.3,447.9
ITEM00424,TXN00147,PROD0192,3,129.57,388.71
ITEM00425,TXN00148,PROD0131,3,256.24,768.72
ITEM00426,TXN00148,PROD0461,3,196.01,588.03
ITEM00427,TXN00148,PROD0271,1,473.28,473.28
ITEM00428,TXN00148,PROD0112,1,452.51,452.51
ITEM00429,TXN00148,PROD0140,3,125.04,375.12
ITEM00430,TXN00149,PROD0456,2,54.64,109.28
ITEM00431,TXN00149,PROD0159,1,213.5,213.5
ITEM00432,TXN00149,PROD0173,2,499.89,999.78
ITEM00433,TXN00149,PROD0467,1,328.41,328.41
ITEM00434,TXN00150,PROD0187,2,256.76,513.52
ITEM00435,TXN00151,PROD0021,1,243.29,243.29
ITEM00436,TXN00151,PROD0153,2,310.24,620.48
ITEM00437,TXN00152,PROD0188,3,79.22,237.66
ITEM00438,TXN00152,PROD0248,1,353.31,353.31
ITEM00439,TXN00152,PROD0221,1,201.09,201.09
ITEM00440,TXN00153,PROD0155,2,116.52,233.04
ITEM00441,TXN00153,PROD0471,3,25.68,77.04
ITEM00442,TXN00153,PROD0234,2,33.72,67.44
ITEM00443,TXN00153,PROD0392,3,363.16,1089.48
ITEM00444,TXN00154,PROD0211,1,113.06,113.06
ITEM00445,TXN00155,PROD0206,2,447.47,894.94
ITEM00446,TXN00155,PROD0195,2,240.48,480.96
ITEM00447,TXN00155,PROD0420,1,179.06,179.06
ITEM00448,TXN00155,PROD0481,3,90.18,270.54
ITEM00449,TXN00155,PROD0134,1,52.75,52.75
ITEM00450,TXN00156,PROD0224,1,248.15,248.15
ITEM00451,TXN00156,PROD0032,2,258.26,516.52
ITEM00452,TXN00156,PROD0325,3,97.18,291.54
ITEM00453,TXN00156,PROD0407,1,279.7,279.7
ITEM00454,TXN00157,PROD0297,1,113.51,113.51
ITEM00455,TXN00157,PROD0081,1,86.82,86.82
ITEM00456,TXN00157,PROD0315,1,143.96,143.96
ITEM00457,TXN00158,PROD0105,1,23.1,23.1
ITEM00458,TXN00158,PROD0377,2,19.04,38.08
ITEM00459,TXN00158,PROD0259,1,441.27,441.27
ITEM00460,TXN00158,PROD0061,3,440.52,1321.56
ITEM00461,TXN00158,PROD0039,3,329.32,987.96
ITEM00462,TXN00159,PROD0370,3,403.95,1211.85
ITEM00463,TXN00160,PROD0448,3,266.58,799.74
ITEM00464,TXN00160,PROD0013,2,110.22,220.44
ITEM00465,TXN00161,PROD0127,2,317.96,635.92
ITEM00466,TXN00161,PROD0181,1,464.53,464.53
ITEM00467,TXN00161,PROD0332,2,30.69,61.38
ITEM00468,TXN00162,PROD0247,2,414.67,829.34
ITEM00469,TXN00162,PROD0099,1,77.94,77.94
ITEM00470,TXN00162,PROD0444,2,483.76,967.52
ITEM00471,TXN00162,PROD0127,1,317.96,317.96
ITEM00472,TXN00162,PROD0380,2,34.33,68.66
ITEM00473,TXN00163,PROD0159,1,213.5,213.5
ITEM00474,TXN00163,PROD0060,3,32.31,96.93
ITEM00475,TXN00163,PROD0211,3,113.06,339.18
ITEM00476,TXN00163,PROD0191,2,480.95,961.9
ITEM00477,TXN00163,PROD0073,1,487.16,487.16
ITEM00478,TXN00164,PROD0004,1,375.63,375.63
ITEM00479,TXN00164,PROD0335,3,411.73,1235.19
